FID;uuid;identifier;createdBy;createdAt0;modifiedBy;modifiedA0;MoundID;Type;Source;Descripti0;LanduseAr0;LanduseOn0;Prominence;Latitude;Longitude;Northing;Easting;Accuracy;HandheldG0;Elevation;FacingDir0;Notes;Photo;HeightMax;DiameterM0;HeightMin;DiameterM1;OtherDime0;Diameter_1;OtherDim_1;ShapeNotes;Associate0;SurfaceMa0;SampleCol0;Chronolog0;Associate1;Condition;Principal0;OtherSour0;Archaeolo0;MostRecen0;MostRecen1;RTDescrip0;CommentsA0;CRMPhotos;FID_1;uuid_1;identifi_1;createdB_1;createdA_1;modified_1;modified_2;ID;FeatureAu0;FeatureTi0;Latitude_1;Longitud_1;Northing_1;Easting_1;Accuracy_1;FeatureTy0;MapSymbol;Source_1;Note;GC;DateCompl0;Descript_1;Classific0;OtherDesc0;Picture;Mound_ID;Precision;x_proj;y_proj
156;1000011505380000000.000000000000000;8377;Adela Sobotkova;2017-09-14 08:23:33.738 GMT;Adela Sobotkova;2017-09-14 08:32:15 GMT;8377;Burial Mound;Legacy verification; ;Annual agriculture;Scrub;Lower slope;42.643839826899999;26.743007372299999;4721297.057000000000000;478932.369467524;3.0;78; ;Northeast;#306-308;files/app/d6131535-c695-49e2-a4f1-0accd43fd1a7_image-1505377536065.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000; ;Other;"field stones from RT piledvon the NW side;";No; ; ;2 - minor damage;Looting; ;3 - impaired;Looting;Unknown;"[01, round,3,1;02,tail,7,1.5,1]"; ;files/app/5bfff278-eb7c-4987-a876-099f66af3507_image-1505377919511.original.jpg;1103;1000041505988647374;203383;Samuel Riley;2017-09-21 10:10:55.769 GMT;Samuel Riley;2017-09-21 10:10:55 GMT;203383;Samuel Riley;2017-09-21 13:10:47+03:00;42.6435589494532;26.7428686742465;4721265.90275677;478920.904514267; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;8377;top;26.7430000;42.6437988
157;1000011505380000000.000000000000000;8378;Adela Sobotkova;2017-09-14 08:35:53.192 GMT;Adela Sobotkova;2017-09-14 08:35:53 GMT;8378;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.643917982399998;26.741697326099999;4721306.063000000100000;478825.00151076;3.0;79; ;West;#309;files/app/0da2d1ea-f744-4f01-8d8a-8a7142798401_image-1505378206379.original.jpg;0;30; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.7416992;42.6439018
158;1000011505380000000.000000000000000;8379;Adela Sobotkova;2017-09-14 08:44:55.044 GMT;Adela Sobotkova;2017-09-14 08:44:55 GMT;8379;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Lower slope;42.644310613899997;26.740553971699999;4721349.947999999900000;478731.405904207;3.0;80; ;Northwest;#310;files/app/2e91c015-3c81-4c18-82b7-c65324b2b7cd_image-1505378708184.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts;loose red fw, medium thickness X;Yes;Roman; ;3 - damaged;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;1099;1000041505988609087;203381;Samuel Riley;2017-09-21 10:10:16.361 GMT;Samuel Riley;2017-09-21 10:10:16 GMT;203381;Samuel Riley;2017-09-21 13:10:07+03:00;42.6442106560022;26.7404316122704;4721338.87947292;478721.341183596; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;8379;top;26.7406006;42.6442986
159;1000011505380000000.000000000000000;8380;Adela Sobotkova;2017-09-14 08:48:55.879 GMT;Adela Sobotkova;2017-09-14 08:48:55 GMT;8380;Burial Mound;Survey;necropolis;Annual agriculture;Annual agriculture;Lower slope;42.644703762299997;26.740411808000001;4721393.639999999700000;478719.885744576;3.0;81; ;North; ;files/app/26923a6a-919d-4331-a774-af855e94946e_image-1505378970657.original.jpg;0;18; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts; ;Yes;Roman; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.7404003;42.6446991
160;1000011505380000000.000000000000000;8381;Adela Sobotkova;2017-09-14 09:00:46.065 GMT;Adela Sobotkova;2017-09-14 09:00:46 GMT;8381;Extinct Burial Mound;Legacy verification;no mound, large light brown soilmark CA 100 m across;Annual agriculture;Annual agriculture;Lower slope;42.644601780499997;26.743809320800001;4721381.466000000000000;478998.367587444;3.0;82; ;South;#312;files/app/6605069d-3c7c-45b3-b713-68cc6487b0c2_image-1505379729176.original.jpg;0;0; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;No observation; ;5- none or nearly none;Agriculture;Last month; ; ; ;1104;1000041505988663420;203384;Samuel Riley;2017-09-21 10:11:10.907 GMT;Samuel Riley;2017-09-21 10:11:10 GMT;203384;Samuel Riley;2017-09-21 13:11:02+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;8381;top;26.7437992;42.6445999
161;1000011505380000000.000000000000000;8382;Adela Sobotkova;2017-09-14 09:56:40.246 GMT;Adela Sobotkova;2017-09-14 09:56:40 GMT;8382;Surface Scatter;Survey;Roman villa;Annual agriculture;Annual agriculture;Upper slope;42.652479448999998;26.739958291800001;4722257.178000000300000;478685.363039505;3.0;83; ;East;#320-322;files/app/43bfecd9-b942-4fa5-9e66-d78cf87a2392_image-1505383018077.original.jpg;0;150; ; ; ;0.000000000000000;0.000000000000000; ;Artefact scatter;tiles, bricks, pithos rim, wasters, fineware, cookware, hardwired handmade pottery, sample taken;Yes;Roman; ;3 - damaged;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.7399998;42.6525002
162;1000011505390000000.000000000000000;8383;Adela Sobotkova;2017-09-14 10:49:04.543 GMT;Adela Sobotkova;2017-09-14 10:49:04 GMT;8383;Surface Scatter;Survey; ;Annual agriculture;Annual agriculture;Upper slope;42.652286822599997;26.730077140700001;4722238.326999999600000;477875.373626825;3.0;84; ;East;#323;files/app/de024cb6-26a2-4825-92f7-95417363acda_image-1505386158127.original.jpg;0;150; ; ; ;0.000000000000000;0.000000000000000; ;Artefact scatter; ;Yes;ancient wasters, pottery, brick, tiles,less fancy than 8382; ;0 - No observation;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.7301006;42.6523018
163;1000011505390000000.000000000000000;8384;Adela Sobotkova;2017-09-14 10:56:53.051 GMT;Adela Sobotkova;2017-09-14 11:01:23 GMT;8384;Burial Mound;Survey;north most mound on the ridge;Scrub;Pasture (grassland);Hilltop;42.651347727500003;26.727512613700000;4722134.722000000100000;477664.832228927;3.0;85; ;Southwest;#325;files/app/5df45b26-6043-4b44-948a-9112ec42c3dc_image-1505386699041.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Anthropogenic;perhaps road cut;1 - full;Topographic or post-depositional;Unknown; ;tiny bit of rose scrub on top; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.7275009;42.6512985
164;1000011505390000000.000000000000000;8385;Adela Sobotkova;2017-09-14 11:03:37.885 GMT;Adela Sobotkova;2017-09-14 11:10:51 GMT;8385;Burial Mound;Legacy verification;hilltop mound behind water station;Scrub;Scrub;Hilltop;42.650424530800002;26.727649526699999;4722032.173000000400000;477675.724529691;3.0;86; ;Southeast;#327;files/app/1498a94b-4f80-4db8-98d9-3700b1f227ef_image-1505387046702.original.jpg;3;30;2; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;2 - good;Topographic or post-depositional;Unknown;"[01,oblong,8,4,1.5,on top in the middle with scrub inside;02, crescent,7,2.5,1,southside]"; ;files/app/fc4e26db-45ca-4e57-a94d-040d80996ab9_image-1505387431056.original.jpg;1022;1000041505987563979;203348;Samuel Riley;2017-09-21 09:52:52.970 GMT;Samuel Riley;2017-09-21 09:52:52 GMT;203348;Samuel Riley;2017-09-21 12:52:40+03:00;42.6502884519972;26.7275810528884;4722017.08042839;477670.06312213; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;8385;top;26.7276001;42.6503983
165;1000011505390000000.000000000000000;8386;Adela Sobotkova;2017-09-14 11:11:48.655 GMT;Adela Sobotkova;2017-09-14 11:11:48 GMT;8386;Extinct Burial Mound;Legacy verification;mound converted into a water station;Scrub;Pasture (grassland);Hilltop;42.649928317499999;26.727749408099999;4721977.046000000100000;477683.734318153;3.0;0; ;South;#328;files/app/3aca0284-4f56-407c-b138-d8fc717e189c_image-1505387581682.original.jpg - files/app/f86e3fb4-5515-4e09-8bcd-44f3c278cd9f_image-1505387591416.original.jpg;3;30; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Urban development; ;5- none or nearly none;Infrastructure;Unknown; ; ; ;1090;1000041505988471614;203376;Samuel Riley;2017-09-21 10:08:02.498 GMT;Samuel Riley;2017-09-21 10:08:02 GMT;203376;Samuel Riley;2017-09-21 13:07:49+03:00;42.648943769026;26.7278893006285;4721867.68335381;477694.849477495; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;8386;90;26.7276993;42.6498985
166;1000011505460000000.000000000000000;8387;Adela Sobotkova;2017-09-15 05:58:29.141 GMT;Adela Sobotkova;2017-09-15 06:05:25 GMT;8387;Burial Mound;Legacy verification;mound with geodetic matker;Annual agriculture;Scrub;Hilltop;42.370690334499997;26.688176142800000;4690981.964999999900000;474325.900682492;3.0;88;204.9;West;#329;files/app/efc17309-87f3-4a48-ab4b-8c9773288526_image-1505455178772.original.jpg;0;33; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;2 - good;Looting;Unknown;01,round,4,1.7,older than 5 years overgrown; ;files/app/4d87cdbe-a6b4-4b15-9725-c17abd17b02e_image-1505455508960.original.jpg;1701;1000061506003040080;204155;Briana Barton;2017-09-21 14:10:43.887 GMT;Briana Barton;2017-09-21 14:10:43 GMT;204155;Briana Barton;2017-09-21 17:10:37+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;8387;top;26.6882000;42.3707008
167;1000011505460000000.000000000000000;8388;Adela Sobotkova;2017-09-15 06:08:45.927 GMT;Adela Sobotkova;2017-09-15 06:08:45 GMT;8388;Uncertain Mound;Survey;uncertain small mound, light brown soilmark next to 8387 and 8389;Annual agriculture;Annual agriculture;Hilltop;42.369983756899998;26.687469945600000;4690903.723000000200000;474267.467295664;3.0;89; ;Southwest;#330;files/app/68947fa7-3efb-4d2d-9b58-c6aebe7307d5_image-1505455834494.original.jpg;0;15; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.6875000;42.3699989
168;1000011505460000000.000000000000000;8389;Adela Sobotkova;2017-09-15 06:14:23.507 GMT;Adela Sobotkova;2017-09-15 06:19:25 GMT;8389;Burial Mound;Survey;mound and soilmark;Annual agriculture;Annual agriculture;Hilltop;42.370098771300000;26.686909124900001;4690916.663999999900000;474221.338445278;3.0;90; ;West;#331,333;files/app/17f3a13f-9119-4cfd-a605-943b305c60e1_image-1505456087470.original.jpg;1;28;0.8; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ;animal burrow in the centre showing 20 cm cultural layer, and 20 cm of limestone bedrock;files/app/8f7e3442-9bb2-4a06-84ef-1ed2dba8f916_image-1505456300123.original.jpg;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.6868992;42.3700981
169;1000011505460000000.000000000000000;8390;Adela Sobotkova;2017-09-15 06:26:09.182 GMT;Adela Sobotkova;2017-09-15 06:26:09 GMT;8390;Burial Mound;Survey; ;Annual agriculture;Other (explain in notes) (dirt road);Upper slope;42.370466182000001;26.685304926600001;4690957.946999999700000;474089.405998344;3.0;91; ;Northeast;#334;files/app/0078942c-0a67-4298-8fa5-1d0a488c26a2_image-1505456797915.original.jpg;0;32; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Road cut;agriculture;4 - minimal;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.6853008;42.3704987
170;1000011505460000000.000000000000000;8391;Adela Sobotkova;2017-09-15 06:32:47.950 GMT;Adela Sobotkova;2017-09-15 06:32:47 GMT;8391;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Hilltop;42.370024155199999;26.684225500499998;4690909.196000000500000;474000.348469639;3.0;92; ;Northeast;#337;files/app/b9d0cbf8-273e-4b96-a99c-13dbe58821d0_image-1505457167203.original.jpg;0;35; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts;red fw medium thick walled pottery;No; ; ;3 - damaged;Agriculture; ;2 - good;Agriculture;Last month; ; ; ;1706;1000061506003108697;204157;Briana Barton;2017-09-21 14:11:57.545 GMT;Briana Barton;2017-09-21 14:11:57 GMT;204157;Briana Barton;2017-09-21 17:11:47+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;8391;top;26.6842003;42.3699989
171;1000011505460000000.000000000000000;8392;Adela Sobotkova;2017-09-15 06:54:49.635 GMT;Adela Sobotkova;2017-09-15 06:54:49 GMT;8392;Burial Mound;Legacy verification;mound is cut by the canal;Annual agriculture;Other (explain in notes) (water canal and field division);Hilltop (local maximum);42.368722821600002;26.672503793099999;4690768.352000000000000;473034.670826346;3.0;93; ;North;#340-341;files/app/0ee688e8-1bd5-444a-abe8-dd0f0b248daa_image-1505458533449.original.jpg;0;35; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Construction;canal construction, agriculture;4 - minimal;Agriculture;Last month; ; ; ;1709;1000061506003133151;204158;Briana Barton;2017-09-21 14:12:23.409 GMT;Briana Barton;2017-09-21 14:12:23 GMT;204158;Briana Barton;2017-09-21 17:12:12+03:00;42.3682436285624;26.67296843031;4690714.9969248;473072.723426975; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;8392;35;26.6725006;42.3686981
172;1000011505460000000.000000000000000;8393;Adela Sobotkova;2017-09-15 07:17:31.310 GMT;Adela Sobotkova;2017-09-15 07:17:31 GMT;8393;Burial Mound;Legacy verification;canal going through;Annual agriculture;Other (explain in notes) (same as before);Hilltop;42.362997564899999;26.666406604999999;4690134.593000000300000;472530.1468291;3.0;94; ;West;#342-343;files/app/15f7a8b7-9019-4f9d-b535-43b344ba020d_image-1505459860526.original.jpg;0;30; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Construction;agriculture;5- none or nearly none;Agriculture;Last month; ; ; ;1720;1000061506003400140;204159;Briana Barton;2017-09-21 14:16:49.922 GMT;Briana Barton;2017-09-21 14:16:49 GMT;204159;Briana Barton;2017-09-21 17:16:38+03:00;42.3628439539805;26.6668180885499;4690117.40416259;472563.963774992; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8393;top;26.6664009;42.3629990
173;1000011505460000000.000000000000000;8394;Adela Sobotkova;2017-09-15 07:25:06.012 GMT;Adela Sobotkova;2017-09-15 07:25:06 GMT;8394;Extinct Burial Mound;Legacy verification;south of canal;Annual agriculture;Annual agriculture;Hilltop;42.362001938699997;26.664811546799999;4690024.559000000400000;472398.365331278;3.0;95; ;West;#344;files/app/6bc3e22f-c899-4a7b-ad1e-0ead095f77a4_image-1505460354523.original.jpg;0;30; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last month; ; ; ;1722;1000061506003429994;204160;Briana Barton;2017-09-21 14:17:16.785 GMT;Briana Barton;2017-09-21 14:17:16 GMT;204160;Briana Barton;2017-09-21 17:17:08+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;8394;top;26.6648006;42.3619995
174;1000011505460000000.000000000000000;8395;Adela Sobotkova;2017-09-15 07:38:54.912 GMT;Adela Sobotkova;2017-09-15 07:39:36 GMT;8395;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Hilltop;42.357483397099998;26.657867654200000;4689525.116000000400000;471824.540001077;3.0;96; ;West;#346-347;files/app/26235e67-0dd6-4eca-99b5-bb548310f519_image-1505461208163.original.jpg;0;40; ; ; ;0.000000000000000;0.000000000000000;large ploughed up mound, was 3 m tall on the map; ; ;No; ; ;3 - damaged;Agriculture; ;1 - full;Agriculture;Last week; ;tractor is going around it as we register the mound; ;1791;1000061506004627377;204175;Briana Barton;2017-09-21 14:37:20.095 GMT;Briana Barton;2017-09-21 14:37:20 GMT;204175;Briana Barton;2017-09-21 17:37:06+03:00;42.3573727801991;26.6581546427457;4689512.73844456;471848.124886807; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;8395;top;26.6578999;42.3574982
175;1000011505460000000.000000000000000;8396;Adela Sobotkova;2017-09-15 08:02:45.636 GMT;Adela Sobotkova;2017-09-15 08:02:45 GMT;8396;Extinct Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Hilltop;42.351768894599999;26.656539319200000;4688891.042000000400000;471712.585563282;3.0;97; ;East;#348;files/app/9d275af6-13d5-4253-bec6-04c2ae399ba8_image-1505462588968.original.jpg;0;0; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last week; ; ; ;1835;1000061506005166303;204183;Briana Barton;2017-09-21 14:46:16.023 GMT;Briana Barton;2017-09-21 14:46:16 GMT;204183;Briana Barton;2017-09-21 17:46:05+03:00;42.3520590727177;26.6562391023678;4688923.36189259;471687.989912961; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;8396;15;26.6564999;42.3517990
176;1000011505460000000.000000000000000;8397;Adela Sobotkova;2017-09-15 08:16:06.612 GMT;Adela Sobotkova;2017-09-15 08:16:06 GMT;8397;Burial Mound;Legacy verification;geodetic marker on top;Annual agriculture;Annual agriculture;Hilltop;42.346098126900003;26.653513384600000;4688262.394000000300000;471460.804263649;3.0;98;192.6;Southwest;#349-350;files/app/ee0cc36a-2657-46c5-95c6-0a604bf8b99c_image-1505463470669.original.jpg;0;40; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;2 - good;Agriculture;Last week; ; ; ;2891; ; ;Bara Weissova;2018-08-03; ; ; ; ; ; ; ; ; ; ;Mound;Hairy black triangle with a dot inside;TopomapRU 1:50k;2;Y;03/08/2018; ; ; ; ;8397;top;26.6534996;42.3460999
177;1000011505460000000.000000000000000;8398;Adela Sobotkova;2017-09-15 08:36:14.242 GMT;Adela Sobotkova;2017-09-15 08:36:14 GMT;8398;Burial Mound;Legacy verification;concrete marker on top;Annual agriculture;Scrub;Hilltop;42.348538206400001;26.647597040299999;4688535.332999999600000;470974.612439891;3.0;99; ;West;#351-352;files/app/9997b40c-dc79-4e0b-8929-5134daa9109d_image-1505464651443.original.jpg;0;27; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last week; ; ; ;1836;1000061506005193511;204184;Briana Barton;2017-09-21 14:46:43.945 GMT;Briana Barton;2017-09-21 14:46:43 GMT;204184;Briana Barton;2017-09-21 17:46:32+03:00;42.3484576623307;26.647884220274;4688526.29132723;470998.228794212; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8398;top;26.6476002;42.3484993
178;1000011505470000000.000000000000000;8399;Adela Sobotkova;2017-09-15 08:44:08.937 GMT;Adela Sobotkova;2017-09-15 08:44:08 GMT;8399;Burial Mound;Legacy verification;grey soilmark over low mound;Annual agriculture;Annual agriculture;Hilltop (ridge);42.348284520000000;26.646793105600000;4688507.439000000200000;470908.279945874;3.0;100; ;West;#353;files/app/0e2e9bc1-3788-4334-a645-84188fabf532_image-1505465078495.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts;few very abraded red fw fragments and a handle;No; ; ;4 - seriously damaged;Agriculture; ;3 - impaired;Agriculture;Last week; ; ; ;1838;1000061506005216255;204185;Briana Barton;2017-09-21 14:47:03.570 GMT;Briana Barton;2017-09-21 14:47:03 GMT;204185;Briana Barton;2017-09-21 17:46:55+03:00;42.3481284733615;26.6469664253877;4688490.05292216;470922.483450418; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;8399;top;26.6467991;42.3483009
179;1000011505470000000.000000000000000;8400;Adela Sobotkova;2017-09-15 08:53:34.651 GMT;Adela Sobotkova;2017-09-15 08:53:34 GMT;8400;Burial Mound;Legacy verification;mound marked as 2 m tall;Annual agriculture;Annual agriculture;Hilltop;42.347356091499996;26.643689496299999;4688405.416000000200000;470652.2204558;3.0;101; ;Southwest;#354-355;files/app/b3a68ae0-958a-40f4-8407-f94d333fedd1_image-1505465613925.original.jpg;0;34; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last week; ; ; ;1841;1000061506005241401;204186;Briana Barton;2017-09-21 14:47:31.030 GMT;Briana Barton;2017-09-21 14:47:31 GMT;204186;Briana Barton;2017-09-21 17:47:20+03:00;42.3471369156741;26.6438587060517;4688381.02163303;470666.055657921; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;8400;top;26.6436996;42.3474007
180;1000011505470000000.000000000000000;8401;Adela Sobotkova;2017-09-15 09:52:15.763 GMT;Adela Sobotkova;2017-09-15 09:52:15 GMT;8401;Burial Mound;Legacy verification;no geodetic marker;Annual agriculture;Annual agriculture;Hilltop;42.335998171599996;26.643882894800001;4687144.214999999900000;470662.870212075;3.0;102;185.3;Southeast;#358-359;files/app/c897306d-1c6b-43a9-a8b3-3e002ae7f2ba_image-1505469164766.original.jpg;0;30; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last week; ; ; ;1882;1000061506005821648;204202;Briana Barton;2017-09-21 14:57:11.675 GMT;Briana Barton;2017-09-21 14:57:11 GMT;204202;Briana Barton;2017-09-21 17:57:00+03:00;42.3359772508063;26.6438077517504;4687141.91810242;470656.670148286; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;8401;top;26.6438999;42.3359985
181;1000011505800000000.000000000000000;8402;Adela Sobotkova;2017-09-19 05:12:22.999 GMT;Adela Sobotkova;2017-09-19 05:12:22 GMT;8402;Burial Mound;Legacy verification;mound with geodetic marker and water station;Scrub;Scrub;Hilltop;42.404418282000002;26.560178465200000;4694773.592000000200000;463806.542398508;3.0;103; ;Northwest; ;files/app/086b4d73-6c08-43f0-94d4-7a5c24e8890e_image-1505798743263.original.jpg;0;28; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Construction; ;3 - impaired;Infrastructure;None; ;water station built on E side of mound causing dam; ;1577;1000061506000621261;204119;Briana Barton;2017-09-21 13:30:28.881 GMT;Briana Barton;2017-09-21 13:30:28 GMT;204119;Briana Barton;2017-09-21 16:30:20+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;8402;top;26.5601997;42.4043999
